Tipster,Horse,Bet Type,Odds,Result,TipsterActive
Tipster E,Fiesole,Win,6.5,Lose,TRUE
Tipster E,First Experience,Win,3.75,Lose,TRUE
Tipster E,Shalambar,Win,3.25,Lose,TRUE
Tipster E,Spellmaker,Win,17,Lose,TRUE
Tipster E,Moss On The Mill,Win,3.5,Lose,TRUE
Tipster E,Lochnagar,Win,4,Win,TRUE
Tipster E,Keel Haul,Win,5.5,Lose,TRUE
Tipster E,Offshore,Win,3.75,Win,TRUE
Tipster E,Royal Marskell,Win,5,Win,TRUE
Tipster E,Thecornishcowboy,Win,5.5,Lose,TRUE
Tipster E,Snowell,Win,5,Win,TRUE
Tipster E,Mecado,Win,7.5,Lose,TRUE
Tipster E,Kyrenia Castle,Win,3.5,Lose,TRUE
Tipster E,O Maonlai,Win,6,Lose,TRUE
Tipster E,Irish Cavalier,Win,6,Lose,TRUE
Tipster E,Presence Felt,Win,6,Lose,TRUE
Tipster E,Accordingtojodie,Win,5.5,Lose,TRUE
Tipster E,Starluck,Win,8,Win,TRUE
Tipster E,Miles To Memphis,Win,8,Lose,TRUE
Tipster E,Elbereth,Win,2.25,Win,TRUE
Tipster E,National Service,Win,9,Lose,TRUE
Tipster E,Karezak,Win,4.5,Lose,TRUE
Tipster E,Even Stevens,Win,4.33,Lose,TRUE
Tipster E,Rock On Ruby,Win,2.5,Win,TRUE
Tipster E,Seven Lucky Seven,Win,3.5,Lose,TRUE
Tipster E,Harris Tweed,Win,4.5,Lose,TRUE
Tipster E,Big Water,Win,3.5,Win,TRUE
Tipster E,Lots Of Memories,Win,5.5,Win,TRUE
Tipster E,Tara Muck,Win,4,Lose,TRUE
Tipster E,Red Devil Lads,Win,5,Win,TRUE
Tipster E,Lookslikerainted,Win,4.33,Lose,TRUE
Tipster E,Alright Benny,Win,3.75,Lose,TRUE
Tipster E,Some Lad,Win,4.5,Lose,TRUE
Tipster E,Doctor Parkes,Win,5.5,Lose,TRUE
Tipster E,Minella On Line,Win,4.5,Lose,TRUE
Tipster E,My Wigwam Or Yours,Win,5.5,Lose,TRUE
Tipster E,Ruzeiz,Win,4.5,Lose,TRUE
Tipster E,Brick Red,Win,2.75,Lose,TRUE
Tipster E,Saffire Song,Win,11,Lose,TRUE
Tipster E,Leaderofthedance,Win,3.75,Lose,TRUE
Tipster E,Winged Crusader,Win,3.75,Win,TRUE
Tipster E,Batavir,Win,3.5,Win,TRUE
Tipster E,Pretend,Win,3.5,Win,TRUE
Tipster E,Ifandbutwhynot,Win,4.5,Lose,TRUE
Tipster E,Thomas Crapper,Win,9,Lose,TRUE
Tipster E,Firth Of The Clyde,Win,4.5,Lose,TRUE
Tipster E,Buy Back Bob,Win,2.87,Lose,TRUE
Tipster E,Annagh Haven,Win,21,Lose,TRUE
Tipster E,My Oh Mount Brown,Win,3.5,Lose,TRUE
Tipster E,Umberto D´olivate,Win,7,Lose,TRUE
Tipster E,Sportsreport,Win,4,Win,TRUE
Tipster E,Agent Fedora,Win,5.5,Lose,TRUE
Tipster E,Freddy With A Y,Win,12,Lose,TRUE
Tipster E,Thane Of Cawdor,Win,6,Lose,TRUE
Tipster E,Pim Street,Win,7,Lose,TRUE
Tipster E,Kings Apollo,Win,3.25,Lose,TRUE
Tipster E,Velvet Maker,Win,4,Lose,TRUE
Tipster E,Cottiers Den,Win,7.5,Lose,TRUE
Tipster E,Vintage Star,Win,8,Lose,TRUE
Tipster E,Menorah,Win,9,Lose,TRUE
Tipster E,Balder Success,Win,3.25,Lose,TRUE
Tipster E,Foxrock,Win,7.5,Lose,TRUE
Tipster E,Le Vent Dantan,Win,4,Win,TRUE
Tipster E,Bobs Worth,Win,5,Lose,TRUE
Tipster E,Jezki,Win,2.5,Lose,TRUE
Tipster E,The Tullow Tank,Win,6.5,Lose,TRUE
Tipster E,Anastazia,Win,4,Lose,TRUE
Tipster E,Pure Poteen,Win,5,Lose,TRUE
Tipster E,Howlongisafoot,Win,2.75,Win,TRUE
Tipster E,Barchan,Win,3.25,Lose,TRUE
Tipster E,Plasir,Win,2.75,Lose,TRUE
Tipster E,Gallant Oscar,Win,2.87,Lose,TRUE
Tipster E,Different Gravey,Win,3.5,Lose,TRUE
Tipster E,Vaniteux,Win,3.25,Lose,TRUE
Tipster E,Shades Of Silk,Win,4.5,Lose,TRUE
Tipster E,Typical Oscar,Win,3.75,Lose,TRUE
Tipster E,Toto Skyllachy,Win,3.25,Lose,TRUE
Tipster E,Foxbridge,Win,5,Win,TRUE
Tipster E,Sleet,Win,2.75,Lose,TRUE
Tipster E,Arabian Revolution,Win,4,Win,TRUE
Tipster E,Yorkist,Win,2.75,Lose,TRUE
Tipster E,Dingo Bay,Win,4,Lose,TRUE
Tipster E,Black River,Win,2.75,Lose,TRUE
Tipster E,Unioniste,Win,5,Win,TRUE
Tipster E,Saved My Bacon,Win,9.5,Lose,TRUE
Tipster E,Grumeti,Win,3.75,Win,TRUE
Tipster E,Thorpe Bay,Win,3,Lose,TRUE
Tipster E,Apache Storm,Win,2.87,Win,TRUE
Tipster E,Pearl Nation,Win,2.75,Lose,TRUE
Tipster E,Aiaam Al Namoos,Win,3.25,Win,TRUE
Tipster E,Toofeeg,Win,4.5,Lose,TRUE
Tipster E,Izzini,Win,2.75,Lose,TRUE
Tipster E,Volo Mio,Win,3.75,Lose,TRUE
Tipster E,Final Nudge,Win,3,Win,TRUE
Tipster E,Rathlin Rose,Win,4.33,Win,TRUE
Tipster E,Money For Nothing,Win,3,Lose,TRUE
Tipster E,Father Edward,Win,3.5,Lose,TRUE
Tipster E,Kings Apollo,Win,6,Lose,TRUE
Tipster E,Cody Wyoming,Win,3.5,Win,TRUE
Tipster E,Geordan Murphy,Win,4,Lose,TRUE
Tipster E,Lord Brendy,Win,5,Lose,TRUE
Tipster E,Double Discount,Win,4.5,Lose,TRUE
Tipster E,Greywell Boy,Win,3.75,Lose,TRUE
Tipster E,Kingscourt Native,Win,2.38,Win,TRUE
Tipster E,Balder Success,Win,2,Win,TRUE
Tipster E,Lie Forrit,Win,4.5,Win,TRUE
Tipster E,Dromnea,Win,4.5,Win,TRUE
Tipster E,Golanova,Win,3.25,Lose,TRUE
Tipster E,Zip Top,Win,3.75,Win,TRUE
Tipster E,Cappielow Park,Win,4,Lose,TRUE
Tipster E,Johnnys Legacy,Win,3.75,Lose,TRUE
Tipster E,Bob Tucker,Win,4.5,Lose,TRUE
Tipster E,Spowarticus,Win,3.25,Lose,TRUE
Tipster E,Novirak,Win,3,Lose,TRUE
Tipster E,King Of Strings,Win,3.5,Lose,TRUE
Tipster E,Chicoria,Win,5,Lose,TRUE
Tipster E,Scorpiancer,Win,4,Win,TRUE
Tipster E,Elhaam,Win,4,Lose,TRUE
Tipster E,Beau Dandy,Win,4.5,Win,TRUE
Tipster E,Pearl Blue,Win,2.62,Lose,TRUE
Tipster E,Harwoods Star,Win,2.75,Lose,TRUE
Tipster E,Biting Bullets,Win,5.5,Lose,TRUE
Tipster E,Kaufman,Win,5,Lose,TRUE
Tipster E,Rule The World,Win,2.75,Lose,TRUE
Tipster E,Southfield Royale,Win,3.25,Lose,TRUE
Tipster E,Heavenly Brook,Win,3.5,Lose,TRUE
Tipster E,Golan Road,Win,8.5,Win,TRUE
Tipster E,Happy Pursuit,Win,6,Lose,TRUE
Tipster E,Nitrogen,Win,2.1,Lose,TRUE
Tipster E,Scorpio Del Carro,Win,8,Lose,TRUE
Tipster E,Solidarity,Win,5,Lose,TRUE
Tipster E,Beg To Differ,Win,2.75,Win,TRUE
Tipster E,Thorpe Bay,Win,3,Win,TRUE
Tipster E,Premier Grand Cru,Win,4.5,Lose,TRUE
Tipster E,Runswick Days,Win,5,Lose,TRUE
Tipster E,Anglophile,Win,3,Win,TRUE
Tipster E,Grate Fella,Win,3.5,Win,TRUE
Tipster E,Turning Times,Win,3.5,Lose,TRUE
Tipster E,Djakadam,Win,5.5,Win,TRUE
Tipster E,Rio Treasure,Win,3.5,Lose,TRUE
Tipster E,Diamond Lady,Win,6.5,Lose,TRUE
Tipster E,Audacious Plan,Win,5,Lose,TRUE
Tipster E,Line Daois,Win,4.33,Lose,TRUE
Tipster E,American Legend,Win,7,Lose,TRUE
Tipster E,Spookydooky,Win,5.5,Win,TRUE
Tipster E,Honourable Action,Win,3.75,Lose,TRUE
Tipster E,Princess Leya,Win,3.75,Lose,TRUE
Tipster E,Binge Drinker,Win,12,Lose,TRUE
Tipster E,Gaelic Silver,Win,5.5,Lose,TRUE
Tipster E,Blue Aegean,Win,2.68,Lose,TRUE
Tipster E,Clarcam,Win,5.5,Lose,TRUE
Tipster E,Jezki,Win,2.5,Lose,TRUE
Tipster E,Shrapnel,Win,17,Lose,TRUE
Tipster E,Ebony Empress,Win,5,Win,TRUE
Tipster E,Home For Tea,Win,5.5,Lose,TRUE
Tipster E,Brunettes Only,Win,4.33,Win,TRUE
Tipster E,Classic Seniority,Win,2.5,Win,TRUE
Tipster E,Celestial Bay,Win,5.5,Lose,TRUE
Tipster E,Teajaybe,Win,4,Win,TRUE
Tipster E,Barbs Princess,Win,3,Win,TRUE
Tipster E,Box Office,Win,2.75,Lose,TRUE
Tipster E,Milosam,Win,3,Lose,TRUE
Tipster E,Jack Of Diamonds,Win,5.5,Lose,TRUE
Tipster E,Medieval Chapel,Win,4.5,Lose,TRUE
Tipster E,Scimon Templar,Win,4.33,Lose,TRUE
Tipster E,Thecornishcowboy,Win,6,Lose,TRUE
Tipster E,Pretty Bubbles,Win,5.5,Win,TRUE
Tipster E,Santas Secret,Win,2.88,Lose,TRUE
Tipster E,Earthmoves,Win,4,Lose,TRUE
Tipster E,Carhue Princess,Win,4.5,Win,TRUE
Tipster E,Poppy Bond,Win,5,Lose,TRUE
Tipster E,Woofie,Win,4.5,Win,TRUE
Tipster E,Wyck Hill,Win,4,Lose,TRUE
Tipster E,Head Spin,Win,4,Lose,TRUE
Tipster E,Bandit Country,Win,6.5,Lose,TRUE
Tipster E,Favoured Nation,Win,5,Lose,TRUE
Tipster E,Scoreline,Win,6.5,Lose,TRUE
Tipster E,Rouge Et Blanc,Win,5.5,Lose,TRUE
Tipster E,Ziga Boy,Win,5,Lose,TRUE
Tipster E,Mindurownbusiness,Win,5,Lose,TRUE
Tipster E,Le Reve,Win,7,Win,TRUE
Tipster E,Hughesie,Win,3.25,Lose,TRUE
Tipster E,Semeral,Win,3.75,Lose,TRUE
Tipster E,Hardy Black,Win,3.25,Lose,TRUE
Tipster E,Amazing Blue Sky,Win,4,Win,TRUE
Tipster E,Childesplay,Win,5,Lose,TRUE
Tipster E,Longside,Win,2.5,Lose,TRUE
Tipster E,Viva Verglas,Win,4.5,Lose,TRUE
Tipster E,The Dapper Tapper,Win,3.75,Lose,TRUE
Tipster E,Rockfast,Win,3.75,Win,TRUE
Tipster E,Pirate Cove,Win,3.5,Lose,TRUE
Tipster E,Mojawiz,Win,3.75,Lose,TRUE
Tipster E,Jebediah Shine,Win,6,Lose,TRUE
Tipster E,Squats,Win,3.75,Lose,TRUE
Tipster E,Capard King,Win,5.5,Win,TRUE
Tipster E,Powerful Wind,Win,5.5,Lose,TRUE
Tipster E,Forthefunofit,Win,3,Win,TRUE
Tipster E,Kings Apollo,Win,6,Win,TRUE
Tipster E,Matorico,Win,4.5,Lose,TRUE
Tipster E,Celestine Abbey,Win,3.75,Win,TRUE
Tipster E,Barye,Win,3.5,Win,TRUE
Tipster E,Amore Mio,Win,3.5,Lose,TRUE
Tipster E,Great Try,Win,3,Win,TRUE
Tipster E,Chavoy,Win,4.33,Lose,TRUE
Tipster E,Spowarticus,Win,5.5,Win,TRUE
Tipster E,Qewy,Win,5.5,Win,TRUE
Tipster E,I Need Gold,Win,5,Lose,TRUE
Tipster E,Milan Bound,Win,4.5,Lose,TRUE
Tipster E,La Dorotea,Win,3,Lose,TRUE
Tipster E,Cascadia,Win,4.5,Lose,TRUE
Tipster E,Bannister Bell,Win,3.5,Lose,TRUE
Tipster E,Kasbadali,Win,9,Lose,TRUE
Tipster E,Miniskirt,Win,2.37,Win,TRUE
Tipster E,On His Own,Win,4.5,Lose,TRUE
Tipster E,High Baroque,Win,5.5,Lose,TRUE
Tipster E,Rat Catcher,Win,3.75,Win,TRUE
Tipster E,Great Choice,Win,3,Lose,TRUE
Tipster E,Sbraase,Win,5.5,Lose,TRUE
Tipster E,Red Devil Boys,Win,3.75,Lose,TRUE
Tipster E,Knight Of Pleasure,Win,3.5,Lose,TRUE
Tipster E,Sleet,Win,4.5,Lose,TRUE
Tipster E,Top Of The Glas,Win,2.5,Lose,TRUE
Tipster E,Silvergrove,Win,3.25,Lose,TRUE
Tipster E,Yes Tom,Win,4.5,Win,TRUE
Tipster E,Cornerman,Win,3.75,Lose,TRUE
Tipster E,Aurora Bell,Win,7,Win,TRUE
Tipster E,Going Concern,Win,6,Win,TRUE
Tipster E,Thecornishcowboy,Win,3.75,Lose,TRUE
Tipster E,Powerful Wind,Win,4,Lose,TRUE
Tipster E,Childesplay,Win,8,Win,TRUE
Tipster E,Jack Steel,Win,9,Lose,TRUE
Tipster E,Ballyben,Win,6,Lose,TRUE
Tipster E,Tanerko Emery,Win,6,Lose,TRUE
Tipster E,Cloud Creeper,Win,3.75,Win,TRUE
Tipster E,Oratorios Joy,Win,4.5,Lose,TRUE
Tipster E,Canuspotit,Win,4,Win,TRUE
Tipster E,Cowards Close,Win,2.5,Win,TRUE
Tipster E,Pearls Legend,Win,6.5,Win,TRUE
Tipster E,Clemency,Win,2.5,Lose,TRUE
Tipster E,Work In Progress,Win,6,Lose,TRUE
Tipster E,Take Two,Win,4,Lose,TRUE
Tipster E,At Fishers Cross,Win,2.25,Lose,TRUE
Tipster E,Monbeg Dude,Win,7,Lose,TRUE
Tipster E,Irving,Win,2.5,Lose,TRUE
Tipster E,Algernon Pazham,Win,3.5,Lose,TRUE
Tipster E,Grimley Girl,Win,4,Win,TRUE
Tipster E,Candide,Win,2.5,Lose,TRUE
Tipster E,Cadeau George,Win,5,Lose,TRUE
Tipster E,Hollywood All Star,Win,5,Lose,TRUE
Tipster E,Tarabela,Win,7,Lose,TRUE
Tipster E,Underwood,Win,6,Lose,TRUE
Tipster E,Vinny Gambini,Win,4,Lose,TRUE
Tipster E,Spanish Fleet,Win,4,Lose,TRUE
Tipster E,Big Water,Win,7,Lose,TRUE
Tipster E,Dell Arca,Win,3,Lose,TRUE
Tipster E,At Reception,Win,3,Lose,TRUE
Tipster E,Rascal,Win,3.5,Win,TRUE
Tipster E,Roll The Dice,Win,7,Lose,TRUE
Tipster E,Oscar Time,Win,4.5,Lose,TRUE
Tipster E,Milan Bound,Win,4.33,Win,TRUE
Tipster E,Pearl Noir,Win,3.25,Win,TRUE
Tipster E,Strategic Force,Win,5.5,Lose,TRUE
Tipster E,Court Dismissed,Win,3,Win,TRUE
Tipster E,Astroland,Win,4.33,Win,TRUE
Tipster E,Island Heights,Win,3.75,Win,TRUE
Tipster E,Different Gravey,Win,3,Win,TRUE
Tipster E,Endeavour,Win,4.5,Lose,TRUE
Tipster E,Valiant Creek,Win,4.5,Lose,TRUE
Tipster E,Wait A Second,Win,6.5,Lose,TRUE
Tipster E,Molo,Win,3.25,Lose,TRUE
Tipster E,Master Malt,Win,4,Win,TRUE
Tipster E,Sbraase,Win,4.5,Lose,TRUE
Tipster E,Sbraase,Win,4.5,Lose,TRUE
Tipster E,Bivouac,Win,3.5,Lose,TRUE
Tipster E,Shotgun Paddy,Win,7,Lose,TRUE
Tipster E,Derrintogher Bliss,Win,3.75,Win,TRUE
Tipster E,Auvergnat,Win,4,Lose,TRUE
Tipster E,Empire Of Dirt,Win,7,Win,TRUE
Tipster E,Twinlight,Win,3.25,Lose,TRUE
Tipster E,Santas Secret,Win,3.25,Lose,TRUE
Tipster E,Nomadic Storm,Win,4,Win,TRUE
Tipster E,Whats Up Woody,Win,4.5,Lose,TRUE
Tipster E,Captain Future,Win,3.75,Win,TRUE
Tipster E,Den Maschine,Win,5,Lose,TRUE
Tipster E,Little Glenshee,Win,4,Lose,TRUE
Tipster E,Gentle George,Win,5.5,Win,TRUE
Tipster E,Woodbridge,Win,11,Lose,TRUE
Tipster E,Aristo Du Plessis,Win,2.75,Win,TRUE
Tipster E,Matraash,Win,5.5,Lose,TRUE
Tipster E,Woodview Prince,Win,2.5,Win,TRUE
Tipster E,Harris,Win,21,Lose,TRUE
Tipster E,Murrayana,Win,3.25,Win,TRUE
Tipster E,Bourne,Win,7.5,Lose,TRUE
Tipster E,Alto Des Mottes,Win,3,Lose,TRUE
Tipster E,Try It Sometime,Win,6.5,Lose,TRUE
Tipster E,Suit Yourself,Win,3.5,Win,TRUE
Tipster E,Hierarch,Win,5,Lose,TRUE
Tipster E,Scoop The Pot,Win,4,Win,TRUE
Tipster E,Patrick,Win,5,Lose,TRUE
Tipster E,Trickaway,Win,3.5,Lose,TRUE
Tipster E,What A Good Night,Win,3.25,Lose,TRUE
Tipster E,Chookie Royale,Win,8,Win,TRUE
Tipster E,Hurricanes Girl,Win,3.5,Lose,TRUE
Tipster E,Bandit Country,Win,6.5,Win,TRUE
Tipster E,Crazy Jack,Win,2.75,Lose,TRUE
Tipster E,Fire Tower,Win,5,Lose,TRUE
Tipster E,Kitchapoly,Win,5.5,Lose,TRUE
Tipster E,A Doll In Milan,Win,3.5,Lose,TRUE
Tipster E,Sadlersflaure,Win,6,Lose,TRUE
Tipster E,Benefit Cut,Win,5,Lose,TRUE
Tipster E,Badgerfort,Win,5,Lose,TRUE
Tipster E,North Germany,Win,3.25,Lose,TRUE
Tipster E,Fredo,Win,6,Win,TRUE
Tipster E,Short Takes,Win,5.5,Lose,TRUE
Tipster E,Lions Charge,Win,3,Lose,TRUE
Tipster E,Response,Win,3.75,Lose,TRUE
Tipster E,Gabrials Wawa,Win,3.25,Lose,TRUE
Tipster E,Tarabela,Win,5,Lose,TRUE
Tipster E,Zamoyski,Win,4.33,Lose,TRUE
Tipster E,Lexington Bay,Win,3.25,Lose,TRUE
Tipster E,Kung Hei Fat Choy,Win,10,Win,TRUE
Tipster E,Sleet,Win,2.75,Lose,TRUE
Tipster E,Silvergrove,Win,3.5,Lose,TRUE
Tipster E,Ginger Jack,Win,3.75,Lose,TRUE
Tipster E,Classinaglass,Win,2.75,Win,TRUE
Tipster E,Sonnetation,Win,5,Lose,TRUE
Tipster E,Ardmillan,Win,3,Lose,TRUE
Tipster E,Mystical Spirit,Win,2.75,Lose,TRUE
Tipster E,City Of Angkor Wat,Win,8,Win,TRUE
Tipster E,Grey Life,Win,2.87,Win,TRUE
Tipster E,Oscar Sam,Win,5,Lose,TRUE
Tipster E,Poker School,Win,2.75,Lose,TRUE
Tipster E,Flow,Win,6,Lose,TRUE
Tipster E,Bourne,Win,6,Lose,TRUE
Tipster E,Man With Van,Win,8,Lose,TRUE
Tipster E,Honourable Gent,Win,3.5,Lose,TRUE
Tipster E,Gabriel The Terror,Win,5,Win,TRUE
Tipster E,Kings Bayonet,Win,4,Lose,TRUE
Tipster E,West Wizard,Win,10,Lose,TRUE
Tipster E,Little Glenshee,Win,9,Win,TRUE
Tipster E,Robins Reef,Win,8,Lose,TRUE
Tipster E,Molo,Win,3.25,Win,TRUE
Tipster E,Yorkist,Win,5,Lose,TRUE
Tipster E,Boite,Win,7.5,Lose,TRUE
Tipster E,Rule The World,Win,4.5,Lose,TRUE
Tipster E,Argentino,Win,9,Lose,TRUE
Tipster E,Incentivise,Win,10,Lose,TRUE
Tipster E,Rear Admiral,Win,2.62,Lose,TRUE
Tipster E,Ronaldinho,Win,3,Lose,TRUE
Tipster E,Noble Friend,Win,4,Win,TRUE
Tipster E,Astre De La Cour,Win,5.5,Win,TRUE
Tipster E,Flugzeug,Win,4,Lose,TRUE
Tipster E,Jollyallan,Win,10,Lose,TRUE
Tipster E,Josses Hill,Win,15,Lose,TRUE
Tipster E,Vaniteux,Win,29,Lose,TRUE
Tipster E,Polly Peachum,Win,11,Lose,TRUE
Tipster E,Thomas Crapper,Win,8,Lose,TRUE
Tipster E,Vyta Du Roc,Win,8,Lose,TRUE
Tipster E,The Young Master,Win,6.5,Lose,TRUE
Tipster E,Aux Pitts Soins,Win,10,Win,TRUE
Tipster E,Sprinter Sacre,Win,4.5,Lose,TRUE
Tipster E,Masterful Act,Win,3.75,Win,TRUE
Tipster E,Ptit Zig,Win,5.5,Lose,TRUE
Tipster E,Leaderofthedance,Win,3,Win,TRUE
Tipster E,Dawalan,Win,15,Lose,TRUE
Tipster E,Ma Filleule,Win,6.5,Lose,TRUE
Tipster E,Saphir Du Rheu,Win,7,Lose,TRUE
Tipster E,Disosimo,Win,13,Lose,TRUE
Tipster E,Black Hercules,Win,5,Lose,TRUE
Tipster E,Bobs Worth,Win,17,Lose,TRUE
Tipster E,Current Event,Win,12,Lose,TRUE
Tipster E,Guiding George,Win,3.5,Lose,TRUE
Tipster E,Ned Buntline,Win,6,Lose,TRUE
Tipster E,Burnt Sugar,Win,8,Lose,TRUE
Tipster E,Cloudscape,Win,13,Lose,TRUE
Tipster E,Catching On,Win,5.5,Lose,TRUE
Tipster E,Port Melon,Win,3.25,Lose,TRUE
Tipster E,Thecornishcowboy,Win,3.75,Lose,TRUE
Tipster E,Tarabiyn,Win,3.87,Lose,TRUE
Tipster E,Fruits Of Glory,Win,8,Lose,TRUE
Tipster E,Knockraha Pylon,Win,5,Lose,TRUE
Tipster E,Fine Article,Win,2.5,Lose,TRUE
Tipster E,Heathfield,Win,3.25,Win,TRUE
Tipster E,Billy Cuckoo,Win,12,Lose,TRUE
Tipster E,Indias Song,Win,4.5,Lose,TRUE
Tipster E,The Road Ahead,Win,11,Lose,TRUE
Tipster E,Oriental Relation,Win,4.33,Win,TRUE
Tipster E,Sea Pride,Win,3.25,Win,TRUE
Tipster E,Pabusar,Win,4.5,Lose,TRUE
Tipster E,Come Uppence,Win,5,Lose,TRUE
Tipster E,Davinias Tip,Win,4,Win,TRUE
Tipster E,Cootamundra,Win,8,Lose,TRUE
Tipster E,Shinooki,Win,7.5,Lose,TRUE
Tipster E,Lightentertainment,Win,5.5,Lose,TRUE
Tipster E,Kung Hei Fat Choy,Win,9,Lose,TRUE
Tipster E,Lucky Dottie,Win,5,Lose,TRUE
Tipster E,Light From Mars,Win,16,Lose,TRUE
Tipster E,Noverre To Go,Win,21,Lose,TRUE
Tipster E,Kings Apollo,Win,5,Lose,TRUE
Tipster E,Arkaim,Win,6,Win,TRUE
Tipster E,Annie Alainn,Win,5.5,Lose,TRUE
Tipster E,Rock Charm,Win,3.25,Lose,TRUE
Tipster E,Shakalakaboomboom,Win,11,Lose,TRUE
Tipster E,Wolf Sword,Win,5.5,Lose,TRUE
Tipster E,Mignolino,Win,3,Lose,TRUE
Tipster E,Minella Present,Win,6,Lose,TRUE
Tipster E,Harris,Win,4.33,Lose,TRUE
Tipster E,Hassle,Win,3,Lose,TRUE
Tipster E,Tidal Way,Win,8,Lose,TRUE
Tipster E,Roll The Dice,Win,3,Lose,TRUE
Tipster E,Roll It Out,Win,7.5,Lose,TRUE
Tipster E,Storm Force Ten,Win,3,Lose,TRUE
Tipster E,Water Wagtail,Win,4,Lose,TRUE
Tipster E,Top Cat Henry,Win,7.5,Lose,TRUE
Tipster E,Bose Ikard,Win,5.5,Lose,TRUE
Tipster E,Ardmillan,Win,3.25,Lose,TRUE
Tipster E,Pearl Ransom,Win,6,Lose,TRUE
Tipster E,Quite By Chance,Win,4.5,Win,TRUE
Tipster E,Cabaret Girl,Win,5,Lose,TRUE
Tipster E,Water Dance,Win,3.75,Lose,TRUE
Tipster E,Fab Lolly,Win,3.5,Lose,TRUE
Tipster E,Toymaker,Win,2.88,Win,TRUE
Tipster E,West Ship Master,Win,8,Lose,TRUE
Tipster E,Hurricanes Girl,Win,5,Lose,TRUE
Tipster E,Sunblazer,Win,6,Lose,TRUE
Tipster E,Sendiym,Win,4,Lose,TRUE
Tipster E,Legal Art,Win,5,Lose,TRUE
Tipster E,Clockmaker,Win,5,Lose,TRUE
Tipster E,Spowarticus,Win,6,Lose,TRUE
Tipster E,Thecornishcowboy,Win,7,Lose,TRUE
Tipster E,Ya Hade Ye Delil,Win,3,Lose,TRUE
Tipster E,Forceful Beacon,Win,3.25,Lose,TRUE
Tipster E,Excellent George,Win,6,Win,TRUE
Tipster E,Flintham,Win,4,Win,TRUE
Tipster E,Lexington Bay,Win,6.5,Lose,TRUE
Tipster E,Indias Song,Win,3,Lose,TRUE
Tipster E,Margot Rose,Win,3.75,Lose,TRUE
Tipster E,Chelwood Gate,Win,5,Win,TRUE
Tipster E,Greenlaw,Win,5,Win,TRUE
Tipster E,Dark Dune,Win,5.5,Lose,TRUE
Tipster E,Asian Wing,Win,3,Win,TRUE
Tipster E,Laser Blazer,Win,5.5,Lose,TRUE
Tipster E,Brotherly Company,Win,3.5,Lose,TRUE
Tipster E,Lord Navits,Win,2.75,Lose,TRUE
Tipster E,New Years Night,Win,4.5,Lose,TRUE
Tipster E,In Fairness,Win,5,Lose,TRUE
Tipster E,Vintage Vinnie,Win,3.25,Lose,TRUE
Tipster E,Zarib,Win,3.5,Lose,TRUE
Tipster E,Windshear,Win,2.75,Win,TRUE
Tipster E,Firm Order,Win,7,Lose,TRUE
Tipster E,Calgary Bay,Win,9,Win,TRUE
Tipster E,Rouquine Sauvage,Win,4.5,Lose,TRUE
Tipster E,Ashes House,Win,6.5,Lose,TRUE
Tipster E,Fond Memory,Win,4,Lose,TRUE
Tipster E,Experimentalist,Win,6.5,Lose,TRUE
Tipster E,Marie Des Anges,Win,2.5,Lose,TRUE
Tipster E,Roll The Dice,Win,4,Lose,TRUE
Tipster E,Scorpions Sting,Win,3.75,Lose,TRUE
Tipster E,Benbecula,Win,6,Lose,TRUE
Tipster E,Lily Little Legs,Win,3.25,Lose,TRUE
Tipster E,Queen Aggie,Win,2.87,Lose,TRUE
Tipster E,Strategic Heights,Win,5,Lose,TRUE
Tipster E,Jazzi Top,Win,3,Win,TRUE
Tipster E,Its A Steal,Win,3.5,Lose,TRUE
Tipster E,Vaihau,Win,5.5,Lose,TRUE
Tipster E,Dont Be,Win,5,Lose,TRUE
Tipster E,Chookie Royale,Win,6.5,Lose,TRUE
Tipster E,Bayan,Win,4.5,Lose,TRUE
Tipster E,Four Seasons,Win,8,Win,TRUE
Tipster E,Captain Joy,Win,6.5,Lose,TRUE
Tipster E,Grendisar,Win,6,Lose,TRUE
Tipster E,Ifandbutwhynot,Win,4.5,Lose,TRUE
Tipster E,Almuheet,Win,13,Lose,TRUE
Tipster E,Tango De Juilley,Win,2.75,Win,TRUE
Tipster E,Solar Magic,Win,9,Lose,TRUE
Tipster E,Top Of The Glas,Win,4.5,Lose,TRUE
Tipster E,Alright Benny,Win,6,Lose,TRUE
Tipster E,Ustica,Win,7,Lose,TRUE
Tipster E,Petite Parisienne,Win,7,Lose,TRUE
Tipster E,The Tullow Tank,Win,11,Lose,TRUE
Tipster E,Mr Fiftyone,Win,6,Lose,TRUE
Tipster E,Bronze Beau,Win,3.5,Lose,TRUE
Tipster E,Dicosimo,Win,2.5,Lose,TRUE
Tipster E,Thousand Stars,Win,4,Lose,TRUE
Tipster E,Top Of The Glas,Win,4,Lose,TRUE
Tipster E,Sempre Medici,Win,4,Win,TRUE
Tipster E,Byerley Babe,Win,5.5,Lose,TRUE
Tipster E,Its The Ice I Like,Win,5,Lose,TRUE
Tipster E,Ya Hade Ye Delil,Win,6,Lose,TRUE
Tipster E,Pleasant Company,Win,3.5,Lose,TRUE
Tipster E,Pairofbrowneyes,Win,9,Lose,TRUE
Tipster E,Are Ya Right Chief,Win,5,Lose,TRUE
Tipster E,Charlies Mate,Win,4,Win,TRUE
Tipster E,Kenny The Captain,Win,8,Lose,TRUE
